,Url,Alt. namn,Adress,Namn
170,Visa/stockholms-skolstat-1652-ars-stat-och-1691-ars-stat/58f4b79d-e70d-4df5-874c-23bb84f0af9a,,,"Stockholms skolstat, 1652 års stat och 1691 års stat"
171,Visa/sundby-ro--1963-1991/8479a99a-152c-481d-b636-23f8c76f289e,,,Sundby ro  1963-1991
172,Visa/sarskilda-undervisningsgrupper-sug/453c5ac9-003d-4755-a0e5-2425aa77ac55,,,Särskilda undervisningsgrupper (SUG)
173,Visa/ervinge-folkskola/cc274858-f00e-4f09-ae04-2426299be69b,,,Ervinge folkskola
174,Visa/vintertullsskolan-/c50d7997-d92a-40fe-bbbe-2431653c66bd,,Vintertullstorget 54-56,Vintertullsskolan
175,Visa/baeckstroms-skola/456b4640-c512-47a4-872b-2432a213f61f,Fru Dagmar Baeckströms skola,"1925 anges Döbelnsgatan 1B
1938 anges Sturegatan 22",Baeckströms skola
176,Visa/stockholms-skolors-specialklasser/4211cb65-fd98-4a4b-883f-243514d6a284,Stockholms skolors specialområden,,Stockholms skolors specialklasser
177,Visa/mamsell-fjerins-skola/a5786243-3702-4402-ae13-245cc194128f,Christina Fjerins skola,"Baggensgatan 19 1863
Trädgårdsgatan 7 1868
Baggengatan 11 1871",Mamsell Fjerins skola
178,Visa/stockholms-folkhogskola/5bb82c75-aecb-43cc-9f13-246e0314219c,,,Stockholms folkhögskola
179,Visa/kista-international-school/17f34a81-7547-4c70-8bd1-2472b2f0b3cf,,Sibeliusgången 11,Kista International School
180,Visa/staafs-skola-lektor/e1754bfa-f7e0-4a64-bc1f-2497c5e54e52,,se Historik mm !,"Staafs skola, lektor"
181,Visa/kommunala-flickskolor--1939-1968/b14ab2c4-eb56-467a-96d6-24e584c27992,Kommunal flickskola,,Kommunala flickskolor  1939-1968
182,Visa/montessoriskolan-pica-pica/feb2e313-cf7e-48de-8fd9-24e7abf686c0,,Odd Fellowvägen 17,Montessoriskolan Pica-Pica
183,Visa/forberedande-skolan-for-intrade-i-teknologiskt-institut/75182f63-5c5a-4270-82d2-2550d36e59ea,,Nya Kungsholmsbrogatan 26,Förberedande skolan för inträde i teknologiskt institut
184,Visa/hagsatra-ro2--1975-1985/ac0b7910-0e4e-4aa5-a2e3-25518c922dcf,,,Hagsätra ro2  1975-1985
185,Visa/internationella-engelska-skolan-alvsjo/4e2711e8-ad7f-4cdd-a155-255e54dbe46e,IES Älvsjö; Internationella engelska skolan i Älvsjö,Armborstvägen 1,Internationella engelska skolan Älvsjö
186,Visa/globala-gymnasiet/d9c6314c-4515-4bed-b553-2580a55ccb57,,se Historik mm !,Globala gymnasiet
187,Visa/hallstaviks-samrealskola/b8b66889-6ef5-4b1e-aa5b-25c1d4786aab,,,Hallstaviks samrealskola
188,Visa/ekebyskolan/d84f6dba-31fe-423b-b105-25d93f709dbc,,Astrakangatan 81,Ekebyskolan
189,Visa/katarina-norra-odro--1903-1960/aaeb181e-c94b-4ea9-ae9b-25e6dceff216,Katarina öd/ro / Katarina öd / Storkyrkans och Katarina norra öd,,Katarina norra öd/ro  1903-1960
190,Visa/i-ur-och-skur-skolan-skarpnack/d7e8cf11-6bd0-43fb-a4ca-263c3e99118e,Mullekojan - I ur och skur / Mulleskolan - I ur och skur / I ur och skur skolan Mullekojan,"Drakflygargatan 4 
senare Vinggatan 30
därefter åter Drakflygargatan 4",I Ur och Skur Skolan Skarpnäck
191,Visa/bredangs-ro--1970-1991/81a0b3ff-7237-4c0e-a96f-264e1db5632a,,,Bredängs ro  1970-1991
192,Visa/borgarskolan/e0433cc2-0891-4d07-aac3-265a268cfd20,Borgare- och hantverksskolan / Stockholms borgarskola / Södermalms borgare- och hantverksskola,Kungstensgatan 4,Borgarskolan
193,Visa/appelviksskolan/c5cbd72f-27eb-4130-9fc2-26ecf6d09cb4,,Alviksvägen 97,Äppelviksskolan
194,Visa/horselframjandets-skola-for-dova-smabarn/99a30f3c-2b2d-4cec-9108-271bb1ebe21b,Skolan och hemmet för döva småbarn,"1938 anges Valhallavägen 120
1952 anges Linnégatan 9-11",Hörselfrämjandets skola för döva småbarn
195,Visa/sodra-angby-skola/9fd62024-c1bb-4b3c-9b65-27830d8dc556,,Blackebergsvägen 100,Södra Ängby skola
196,Visa/blackebergsskolan/141b80d9-9ff1-4311-9f52-278af49879a1,,Björnsonsgatan 132,Blackebergsskolan
197,Visa/midsommarkransens-grundskola/f1bf0a57-62fa-49b0-9437-27d379c5d9e3,,Tellusborgsvägen 10,Midsommarkransens grundskola
198,Visa/enskede-odro1--1918-1985/bf788d9d-11df-4f54-bf8c-283ec3c10e44,,,Enskede öd/ro1  1918-1985
199,Visa/skarpnacks-od2ro--1951-1985/2e9e8ef0-e710-4a92-b1c6-28c6dc325a3a,,,Skarpnäcks öd2/ro  1951-1985
200,Visa/berga-naturbruksgymnasium/0762e53d-c917-4b2c-b714-28c78717b78e,Berga lantbruksskola,"Berga skolväg 1, Västerhaninge",Berga Naturbruksgymnasium
201,Visa/mamsell-beckmans-skola/5e3fef46-76a0-4a4e-aba2-28d0dd1ec4f5,,Badstugugatan 62  1863,Mamsell Beckmans skola
202,Visa/bergholmsskolan/b173f056-7528-4a79-97dd-2932df257bc9,,Bergsrådsvägen 3,Bergholmsskolan
203,Visa/grafiska-yrkesskolorna/81380b80-1dc1-4f79-a22b-29348ad755f3,Bokbindarskolan i Stockholm / Skolan för grafisk reproduktion  / Skolan för bokhantverk,se Historik mm !,Grafiska yrkesskolorna
204,Visa/stockholms-sprakskola-1/3af37409-fdbb-4ee2-8e0a-29374dc0d291,The Modern School i Rinkeby,Rinkebytorget 2,Stockholms språkskola 1
205,Visa/nya-skolan/9923e868-9117-465c-9159-29616aeb16e9,1925 anges Grevturegatan 44,,Nya skolan
206,Visa/mosaiska-forsamlingens-gosskola/68a9f19c-4690-47e5-addc-2981d091d6f8,Mosaiska församlingens religionsskola,"1835-1870 Tyska Brunn (i mosaiska församlingens hus)
1870-     Wahrendorfsgatan 3 ( i församlingens nya lokaler vid synagogan)",Mosaiska församlingens gosskola
207,Visa/anna-schuldheis-skola/bb990f87-f005-4f1d-b629-29ab82b9975b,Schuldheiska skolan / Södermalms nya läroverk för flickor / Schultheiss skola,"1904-1907 Hökensgatan 6
1907-1912 S:t Paulsgatan 16
1912-1939 Götgatan 26 (nu 32), även ingång Repslagaregatan 15",Anna Schuldheis´ skola
208,Visa/gubbangens-odro--1947-1991/710f11cc-acb6-47bd-bd6e-29f7a8d553b9,,,Gubbängens öd/ro  1947-1991
209,Visa/forsoksskola/dd80f2ba-cc81-4ec9-a515-29f82f415f71,,,Försöksskola
210,Visa/stockholms-skolor-veteranforening/e9763e9c-fe28-4965-a2c7-2ad3b6d1532f,,,Stockholms skolor veteranförening
211,Visa/dampadhd-grupper--tidigare-mbd--ovriga-st-orjangrupper-/4b1c8f3a-ee6a-40ea-a0d4-2b1d9723091a,,,DAMP/ADHD-grupper  (tidigare MBD) / Övriga S:t Örjangrupper
212,Visa/spanga-kyrkskola/258ce772-bf02-4098-be38-2b25517aaaa2,Kyrkskolan i Spånga,"""vid kyrkan""",Spånga kyrkskola
213,Visa/heliskolan/70f7b183-af6f-4161-9597-2b51424fad7d,,Tunnelgatan 20B,Heliskolan
214,Visa/lindgrenska-trasskolan/f57b538f-bdc5-4b00-981f-2b776c68efcc,Trasskolan vid Hornskroken,se Historik mm !,Lindgrenska trasskolan
215,Visa/maria-forsamlings-skolrad/f30564c3-fa51-4206-8a4a-2b98e0473d59,,,Maria församlings skolråd
216,Visa/danviks-skola/aa4b73b9-d84e-4f92-9287-2cca6017110d,,Danviken  1863,Danviks skola
217,Visa/hagsatra-ro1--1960-1972/77fecbb3-c872-491e-8ab8-2cd5212e1272,,,Hagsätra ro1  1960-1972
218,Visa/socialpedagogiska-institutet/038d727b-1561-403b-9876-2cee45469044,Sociala barnavårdsseminariet / Sociala barnavårds- och ungdomsseminariet,,Socialpedagogiska institutet
219,Visa/byggnadsskolan/5b0e0fcf-e2ce-4017-8014-2d1183c09c82,Stockholms stads byggnadsskola,Inedalsgatan 22-24,Byggnadsskolan
220,Visa/landstingets-batbyggarutbildning/88eb777e-fce7-4f14-acd5-2d2473428249,,,Landstingets båtbyggarutbildning
221,Visa/steinerskolan/8e8ff8d0-aa6f-4427-9460-2d5bdccf2b43,Rudolf Steinerskolan i Stockholm,1938 anges Kungsholmsgatan 30,Steinerskolan
222,Visa/vastberga-yrkesskola/a28edbb7-5890-4e2a-a34c-2d802a1ff4a1,,Västbergavägen 33,Västberga yrkesskola
223,Visa/katarina-vastra-vardgymnasium/ec90fa80-94ff-4d0f-8cd6-2d8e7c455f1e,,Katarina västra kyrkogata 10,Katarina västra vårdgymnasium
224,Visa/jakob-och-johannes-forsamlings-folkskolor/b81c3dcf-5b79-4607-ba84-2dcc1f363ea2,Jakob och Johannes församlings skolor,,Jakob och Johannes församlings folkskolor
225,Visa/stockholms-tillskararakademis-gymnasium/26853e06-d7f9-4139-b534-2e10e3c8c2a9,Tillskärarakademin/Textila gymnasiet Stockholm / Textila gymnasiet,Hagagatan 25 B,Stockholms tillskärarakademis gymnasium
226,Visa/franska-skolan--franska-skolans-gymnasium/1061ea5f-1b7f-4f8e-b322-2e36dd09e890,Ecole française,Döbelnsgatan 9,Franska skolan / Franska skolans gymnasium
227,Visa/bergsskolans-ro--1964-1965/ec03a700-7e06-4fd6-83c4-2e3cfdf6b5e3,,,Bergsskolans ro  1964-1965
228,Visa/lindeskolan/c01248c9-a58b-45e6-a19f-2e50d346050e,,Skjulvägen 1-3,Lindeskolan
229,Visa/magelungens-grundskola-svedmyra/cb7b277f-4289-4ea6-9def-2e65273d6520,MBC-skolan Svedmyra,Tussmötevägen 169,Magelungens grundskola Svedmyra
230,Visa/skanskvarns-odro--1945-1970/c3232ace-1a41-4dc5-ab31-2e6aa87c09ef,,,Skanskvarns öd/ro  1945-1970
231,Visa/bar-lock-institutet/bef206a1-4a1d-400c-8d62-2e7191d6768d,Barlockinstitutet,se Historik!,Bar-Lock-Institutet
232,Visa/parkskolan/a9b7a965-fef7-455b-90ec-2ed707167eb1,,Munstycksvägen 18,Parkskolan
233,Visa/astrid-lindgrens-barnsjukhus-skola/34e2fb77-28eb-449b-a5fc-2efe778b72b6,,Karolinska sjukhuset,Astrid Lindgrens barnsjukhus skola
234,Visa/komvux-for-stockholmare-i-annan-kommun/dd6ad52d-3835-4d7d-b997-2f420471cf55,"Kommunal vuxenutbildning
Vuxenutbildningscentrum Stockholm",,Komvux för stockholmare i annan kommun
235,Visa/jensen-gymnasium-sodra/21130383-3099-4820-9d3a-2f71508b39e9,,Stora Nygatan 30,Jensen gymnasium Södra
236,Visa/boos-skola/0156ce0a-16e5-4fb2-aa21-2f903ee07eaf,Ellen Böös´ skola,,Böös´ skola
237,Visa/skondals-folkskola-och-lilla-skondals-folkskola/4efa5503-729b-4302-b2ad-2faef7ef3325,,,Sköndals folkskola och Lilla Sköndals folkskola
238,Visa/brannkyrka-gymnasium/2d253f02-1388-44cd-bba2-2fb369278b0f,Högre allmänna läroverket i Brännkyrka / Samrealskolan i Brännkyrka / Samrealskolan och kommunala gymnasiet i Brännkyrka / Högre allmänna läroverket och kommunala gymnasiet i Brännkyrka,se Historik mm !,Brännkyrka gymnasium
239,Visa/larvux--sarvux/3716f631-a03d-48c5-9663-2fc265bf6678,,,Lärvux / Särvux
240,Visa/vallingby-odro--1953-1990/541d2fd8-74e8-44d0-879c-3075a4f2e8d3,,,Vällingby öd/ro  1953-1990
241,Visa/linnskolan/bb662999-a1ff-410b-bf4c-3092b16e2d6f,Hedvig Eleonora folkskola,Linnégatan 37,Linnéskolan
242,Visa/rytmus/ea867b85-fb6a-4af5-8555-30c534b29400,Rytmus/Musiker & Artistgymnasiet / Rytmus/Musikergymnasiet  / RYTMUS/Stockholms musikkonservatorium / Stockholms musikkonservatorium,se Historik mm !,Rytmus
243,Visa/ormkarrs-ro--1965-1975/acfe868c-1861-4d2c-851d-30cf9c9ef385,,,Ormkärrs ro  1965-1975
244,Visa/globen/e979629f-372d-44c8-a516-30f70fda4496,,Palmfeltsvägen 111-121,Globen
245,Visa/st-jakob--st-jakobi-etc/4c0810b2-6a9e-42e5-95c8-313291002d57,,,S:t Jakob / S:t Jakobi etc
246,Visa/gymnasieskolan-futurum/d5515bff-0a8d-463d-9cd0-313e6978441c,Fria gymnasieskolan Futurum,"Lövholmsvägen 18
Trekantsvägen 7B   2007-2019",Gymnasieskolan Futurum
247,Visa/hogre-allmanna-laroverket-for-flickor-pa-sodermalm/9647a33f-51b8-416c-9395-315506f007e8,Söda flickläroverket,Bohusgatan 24-26,Högre allmänna läroverket för flickor på Södermalm
248,Visa/skarholmens-gymnasium/3b919858-d0b7-4723-af47-319e09d98127,Riksgymnasiet för rörelsehindrade Stockholm / Rh-gymnasiet,Bredholmstorget 4,Skärholmens gymnasium
249,Visa/snitz-grundskola-odenplan/7b97d26e-9d9b-443f-ac25-31d32cd80f0b,"Snitz Resursskola Stockholm, Snitz grundskola",Hagagatan 25A,Snitz grundskola Odenplan
250,Visa/langbrodals-odro-1952-1992/a67e4768-77d8-4726-8973-320010647aa7,,,Långbrodals öd/ro 1952-1992
251,Visa/vallingbyskolan/b95bf53b-b65e-4b15-9859-320f9c2ec41b,(Vällingbyskolans grundsärskola),Offerdalsgatan 162,Vällingbyskolan
252,Visa/sverigefinska-skolan-i-kista/56a412cd-b1f1-4814-86e4-325d17a546c0,Sverigefinska skolan i Järva,Ribegatan 99,Sverigefinska skolan i Kista
253,Visa/lunaskolan-bromma/ee66922e-f075-4d9e-9c71-3344df6445b1,Lunaskolan / Lunaskolan Grundskola / (Lunaskolans grundsärskola),Johannesfredsvägen 43-45,Lunaskolan Bromma
254,Visa/stureby-gamla-skola/9b58539a-ba67-4036-b36e-33474b3f3bd0,Stureby folkskola,Uddeholmsvägen 245,Stureby gamla skola
255,Visa/galo-skolor/a8249d91-7e4e-4917-ba01-337146c78f70,Prins Carls uppfostringsinrättning och skolor / Gålöstiftelsen,,Gålö skolor
256,Visa/storkyrkoforsamlingens-skolrad/e2d26348-86c6-4933-836b-33b219a26f8b,,,Storkyrkoförsamlingens skolråd
257,Visa/kyrkskoledistriktet/1bc90f77-cf2d-43bc-8d5f-33c85259ae73,Kyrkoområdets folkskolor,,Kyrkskoledistriktet
258,Visa/adolf-fredriks-forsamlings-skolor/680598f8-eb7e-48ed-be5e-33f174d5a194,Adolf Fredriks folkskola / Adolf Fredriks grundskola / Adolf Fredriks skola,,Adolf Fredriks församlings skolor
259,Visa/nelson-mandela-internationella-skolan/7b4525d7-8359-4a97-aa3d-33ff2775666e,,Krossgatan 32-34,Nelson Mandela internationella Skolan
260,Visa/solberga-smaskola/edb3b97d-0b60-4896-b222-3421b032f13d,,,Solberga småskola
261,Visa/enskede-gamla-skola/b43d4f2e-2974-458f-9228-34488d62f855,Enskede gamla folkskola / Enskede folkskola,Skolvägen / Guldsmedsvägen,Enskede gamla skola
262,Visa/ladugardslands-smabarnsskola/6f927807-fe49-4ce6-a5b3-34c6c096724c,,,Ladugårdslands småbarnsskola
263,Visa/vaxelundervisningsskolan-vid-kongl-majts-flotta-i-stockholm/2d804978-12cd-4e2c-90ce-3536e7cfcac4,,,Växelundervisningsskolan vid Kongl. Maj:ts Flotta i Stockholm
264,Visa/norrtalje-samrealskola/f480923e-f787-4d11-9ae5-35518736af34,,,Norrtälje samrealskola
265,Visa/hasselbygardsskolan/2e8a020f-674b-4090-a20f-3556b29a3af9,Centralskolan / (Hässelbygårdsskolans grundsärskola),Loviselundsvägen 10-16,Hässelbygårdsskolan
266,Visa/via-emilia/a847cf98-eaae-4e33-85ee-35a2429e7e6c,Via Emilia skola / Via Emilia förskola / Grundskola Via Emilia / Förskola skola Via Emilia,Götgatan 45,Via Emilia
267,Visa/emma-hesselgrens-skola/d9fd82a1-6eec-4506-a030-35b43c4dd767,Mamsell Emma Hesselgrens skola,se Historik mm !,Emma Hesselgrens skola
268,Visa/varbergs-ro--1971-1991/5dbd3a46-0ba2-43db-9da8-362e7d1cd63c,,,Vårbergs ro  1971-1991
269,Visa/kunskapsskolan-spanga/f1765935-98e2-4354-a00e-36661adeb3ff,Kunskapsskolan i Spånga,Salagatan 42,Kunskapsskolan Spånga
270,Visa/laborantskolan/7284e45e-41ec-439d-97a1-36758f3d5c85,Stockholms stads laborantskola,Lindhagensgatan 94-100,Laborantskolan
271,Visa/eriksdalsskolans-hogstadium--1964-1976/76a0fa11-9d9f-40f7-821b-367c758279c0,,,Eriksdalsskolans högstadium  1964-1976
272,Visa/mamsell-backstroms-skola/5e0a99ed-1ed1-4d43-9e88-36828b05343c,,Skärgårdsgatan 15  1863,Mamsell Bäckströms skola
273,Visa/folkuniversitetets-kvallsgymnasium--1953-1964/7be61f5a-26cc-499d-9e5f-369e355b2225,,,Folkuniversitetets kvällsgymnasium  1953-1964
274,Visa/kung-saga-gymnasium/89b5c281-d54f-4244-8e79-36e39b10f462,"Nytida Kung Saga Gymnasium, Kung Saga Gymnasium - Nytida",Telefonplan 3,Kung Saga gymnasium
275,Visa/ormkarrsskolan/31c7f901-ad3e-4f33-8f4b-36fcaf0e0e5e,,Fjugestagränd 20,Ormkärrsskolan
276,Visa/maria-folkskolebyggnadskommitt/9a756c26-ca03-4df9-9578-37301c8db29f,,,Maria folkskolebyggnadskommitté
277,Visa/olympen-langbro-park/f3e47c42-7290-4105-8c7d-374278e36d80,"Olympen grundskola, Långbro park","Stora mans väg 1 B
senare
Stora mans väg 11 B",Olympen Långbro park
278,Visa/tjarnans-skola/4412ec57-4bdc-4ee4-a389-375d8e4cd591,,,Tjärnans skola
279,Visa/smabarnsskolor/f91607e8-16b8-40fd-9fca-378980958770,,,Småbarnsskolor
280,Visa/brannkyrka-smaskola/19ecefa8-fd91-41f5-926e-378c96c95805,Brännkyrka söndagsskola,,Brännkyrka småskola
281,Visa/olovslundsskolan/ad5e0486-0bcd-4687-9f86-37a2715ad3bd,Olovslunds folkskola,Gustav III:s väg 59-61,Olovslundsskolan
282,Visa/mamsell-bjorkmans-skola/761d2311-9396-4404-b4a5-37dc5db9fad9,,Övre Beridarebansgatan 1  1863,Mamsell Björkmans skola
283,Visa/stockholms-ateneum/b45e11d4-9b8e-4192-8afd-38409caa968d,Nya förberedande elementarskolan / Enskilda nya elementarskolan,se Historik mm !,Stockholms ateneum
284,Visa/lararhogskolan-i-stockholm-kansliet/d50d3a41-cba4-4b3b-b135-38a560e591cd,Lärarhögskolan i Stockholm (allmänt),,"Lärarhögskolan i Stockholm, Kansliet"
285,Visa/kungsholmens-grundskola/b20bb4dd-6a03-4445-9208-38bb4d6443b3,Fridhemsskolan/Stadshagsskolan / Fridhemsskolan,"1988-2014 S:t Göransgatan 75 (Fridhemsskolan)
2000-2014     S:t Göransgatan 145 (Stadshagsskolan)
2014-2016 Rålambsvägen 34 A
2016-     S:t Göransgatan 73
2017-     Kellgrensgatan 4",Kungsholmens grundskola
286,Visa/gullingeskolan/62a85dbf-f04a-4220-96aa-38e803bcbfe0,(Gullingeskolans grundsärskola),Gullingeplan 28,Gullingeskolan
287,Visa/grillska-gymnasiet-stockholm/1c239ed0-f8cd-49ba-924e-3917db485cbb,"Grillska gymnasiet Årstaängsvägen; Grillska gymnasiet, Årstaängsvägen","Årstaängsvägen 33; 2015: 31J
Besöksadress Årstaängsvägen 31 B",Grillska gymnasiet Stockholm
288,Visa/fridhemsplans-vuxengymnasium--1983-1987/a01fe2c5-6ef4-4a2a-ad0a-3942c63c27d6,,se Historik mm !,Fridhemsplans vuxengymnasium  1983-1987
289,Visa/kulturama-grundskola-hammarby-sjostad/56c46f48-0f7c-47c0-b49f-3978f81bba2a,Kulturamas musikdramatiska grundskola (KMG),"Sandbacksgatan 10
Virkesvägen 21",Kulturama grundskola Hammarby sjöstad
290,Visa/kristinebergs-gymnasium/1238791d-17b2-4b9b-bdfc-397e85afdee7,Krillan / Stockholms stads hotell- och restaurangskola,Kristinebergsparken,Kristinebergs gymnasium
291,Visa/johannes-kyrkskola/56cce8f8-6d5f-4d19-86b2-3a08751bfbd0,,,Johannes kyrkskola
292,Visa/arsta-gamla-skola/72d4932e-d41c-4f8a-880e-3a09418afa2f,Årsta folkskola,Årsta skogsväg / Sjöviksbacken 48,Årsta gamla skola
293,Visa/ida-hjerpes-smabarnsskola/e73178c9-c16c-4a80-8fe8-3a3b3ae9b582,Mamsell Ida Hjerpes småbarnsskola,"1868, 1871 Högbergsgatan 44",Ida Hjerpes småbarnsskola
294,Visa/sodra-gymnastikinstitutet/32f63313-dab0-44ed-995e-3acf7cd92b2f,,,Södra gymnastikinstitutet
295,Visa/satraskolan/f173e267-0eb0-4999-9e5c-3ad5cafa6818,(Sätraskolans grundsärskola),Bogsätravägen 46,Sätraskolan
296,Visa/mamsell-afzelii-skola/e3e54e17-6ded-4f04-875b-3b42ad071405,,S:t Paulsgatan 31863,Mamsell Afzelii skola
297,Visa/gullvivaskolan/64a17f71-c548-46c1-b90f-3b7abc586505,,"Hardemogatan 15
senare
Stora Mans väg 11 B",Gullvivaskolan
298,Visa/bergsundsskolan/bbac2418-de75-4db4-8b60-3b951371af4d,Axedin skola AB / Bergsundsskolan,Långholmsgatan 24,Bergsundsskolan
299,Visa/riksbyskolan/ef718225-1757-4e52-8ef7-3b9ee5e6c473,,Riksbyvägen 40-48,Riksbyskolan
300,Visa/skeppsholmens-folkskola/bdba2ab8-b935-4379-b58f-3bbc98478495,Skeppsholms församlings skolor / Skeppsgosseskolan / Skeppsholms gosskola / Skeppsholms flickskola / Skeppsholms församlings flickskola,Skeppsholmen,Skeppsholmens folkskola
301,Visa/komvux--kommunal-vuxenutbildning--vuxenutbildning--vuxengymnasium/aeefa41d-9c6c-4f5e-a5fe-3bc49491108f,Komvux Stockholm / Vuxenutbildning Stockholm / Vuxenutbildningscentrum Stockholm / Yrkesvux / Grundvux,,Komvux / Kommunal vuxenutbildning / Vuxenutbildning / Vuxengymnasium
302,Visa/skattegardsvagens-skola/47ee958f-8908-4cd4-a156-3bd459d59549,,Skattegårdsvägen 49-51,Skattegårdsvägens skola
303,Visa/midsommarkransens-skola/8d6310e2-6be1-4e35-b051-3c0c11a57181,Midsommarkransens folkskola,Södertäljevägen,Midsommarkransens skola
304,Visa/utbildningsinstitutet-for-alderdomshemsforestandarinnor/cc7ea364-b8be-4a81-8f3c-3c20061a5aca,,,Utbildningsinstitutet för ålderdomshemsföreståndarinnor
305,Visa/malarhojdens-odro--1946-1991/81d00eb1-a6fb-4bcd-9954-3c205a8a8f2e,,,Mälarhöjdens öd/ro  1946-1991
306,Visa/ralambshovsskolan/16949097-2680-4bc4-9a52-3c5ca9313c12,Rålambshov/Konradsbergsskolan,Rålambsvägen 2,Rålambshovsskolan
307,Visa/sabyholm-utbildningar/eefca652-9abe-43cc-ac54-3cb8015d3626,Säbyholms naturbruksgymnasium / Sunnerdahls praktiska ungdomsskolor / Sunnerdahls hemskola / Sunnerdals hemskola,"Säbyholm i Bro
i fd Tunbergsskolan, Häggviksvägen 2 ht 2013-",Säbyholm utbildningar
308,Visa/vastertorps-resursskola/e0e9f99b-2545-4ba0-ab51-3d18b6584b8c,,Störtloppsvägen 2 (Västertorpsskolan),Västertorps resursskola
309,Visa/johanna-brunssons-vavskola/99c8f8b9-0fbd-482f-8c9c-3d350f177f10,,,Johanna Brunssons vävskola
310,Visa/hogre-lararinneseminariet-hls/b12e3731-b97e-41eb-84c3-3d8854ab1f91,Kungliga högre lärarinneseminariet / Seminarium för bildande av lärarinnor,se Historik mm !,Högre lärarinneseminariet (HLS)
311,Visa/vasa-realskola/048c1deb-0529-4dfa-bd1e-3dd09c2a25e9,Vasa Real 1 1659-1964 / Jakobs realskola,Karlbergsvägen 15,Vasa realskola
312,Visa/nti-handelsgymnasiet/f5ac9990-c613-423b-967b-3ddfb5d1c5f3,NTI Handelsgymnasiet Stockholm,"2009-2011  Warfvinges väg 28
2012-      Upplandsgatan 49",NTI Handelsgymnasiet
313,Visa/friskolan-hastens/6cdb4149-e0d7-4977-9aa0-3dee41704507,Friskolan och fritidshemmet Hästen,Kristinehamnsgatan 28-32 (38 D),Friskolan Hästens
314,Visa/amu-center-taby/76568c5e-a8b3-477c-99be-3e1ef6e0b389,,,AMU-center Täby
315,Visa/mamsell-bergs-skola/590b14d5-ff54-4c6b-b595-3e3c2efc079b,Amanda Bergs skola,"Kungsbcken 81  1863
Drottninggatan 81   1868,1871",Mamsell Bergs skola
316,Visa/akalla-grundskola/e3c247b0-d6fc-45ed-9f61-3e3f9a0abe6b,"""Nya Akallaskolan"" / (Grundsärskolan Sveaborg)",Mariehamnsgatan 5,Akalla grundskola
317,Visa/kristinebergs-odro--1944-1959/d7189c20-b2a4-4ddb-8e6a-3ebd137bad0b,,,Kristinebergs öd/ro  1944-1959
318,Visa/st-jacobi-gymnasium/4fe7fb99-2334-4363-bcc1-3f190511584c,S:t Jacobi skola / Vällingby läroverk / Kommunala gymnasiet i Vällingby / Vasa realskola och Kommunala gymnasiet i Vällingby / Vällingby gymnasium / Sankt Jacobi / S:t Jakobi / Sankt Jakobi,Kirunagatan 22-28,S:t Jacobi gymnasium
319,Visa/akermarks-forberedande-samskola/06512295-6eaa-47bc-be84-3f2765055c08,,,Åkermarks förberedande samskola
320,Visa/guldsmedsskola/c33eb3f3-a418-46c8-b145-3f54e80279c6,,,Guldsmedsskola
321,Visa/satra-idrottsgymnasium/ab5c7556-a158-45ff-a9d8-3f59a0b6cfa1,,Kistagången 16,Sätra idrottsgymnasium
322,Visa/almaskolan/71ccccdb-e1f8-4a16-aa18-3f79fddebffc,,"Löjtnantsgatan 25 (2018)
tidigare Södra Fiskartorpsvägen 2",Almaskolan
323,Visa/vittra-telefonplan/a3f71bc5-e702-4ce1-9b40-3facb13e30f7,,Snickerigatan 4,Vittra Telefonplan
324,Visa/hammarstedtska-skolan/556badd8-d7d7-4e3d-88e8-3fbfff494d73,Hammarstedts skola / Fru Hammarstedts skola,"1868, 1871 Brunkebergstorg 2",Hammarstedtska skolan
325,Visa/ericastiftelsens-skola/9d93dd35-bf81-4c03-a7dc-3ffbde8ed1a8,,,Ericastiftelsens skola
326,Visa/folkskoledirektionen-fd/cdef58c3-4736-43b3-acc0-407c15cbee8c,Folkskoleöverstyrelsen / Stockholms folkskoledirektion / Överstyrelsen för Stockholms stads folkskolor,,Folkskoledirektionen (FD)
327,Visa/farsta-vuxengymnasium/a194bc72-79f6-48ae-b0f9-409da68dd78f,,,Farsta vuxengymnasium
